SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Sinusoid,16-Stretch,770.530,29.651,0.439,0.658
Sinusoid,16-Stretch,770.730,29.659,0.447,0.658
Sinusoid,16-Stretch,770.930,29.666,0.454,0.658
Sinusoid,16-Stretch,771.130,29.674,0.462,0.658
Sinusoid,16-Stretch,771.330,29.681,0.469,0.658
Sinusoid,16-Stretch,771.530,29.689,0.477,0.731
Sinusoid,16-Stretch,771.730,29.696,0.484,0.805
Sinusoid,16-Stretch,771.930,29.702,0.49,0.731
Sinusoid,16-Stretch,772.130,29.712,0.5,0.805
Sinusoid,16-Stretch,772.330,29.719,0.507,0.780
Sinusoid,16-Stretch,772.530,29.727,0.515,0.731
Sinusoid,16-Stretch,772.730,29.734,0.522,0.829
Sinusoid,16-Stretch,772.930,29.742,0.53,0.756
Sinusoid,16-Stretch,773.130,29.749,0.537,0.707
Sinusoid,16-Stretch,773.330,29.756,0.544,0.829
Sinusoid,16-Stretch,773.530,29.764,0.552,0.805
Sinusoid,16-Stretch,773.730,29.771,0.559,0.854
Sinusoid,16-Stretch,773.930,29.779,0.567,0.854
Sinusoid,16-Stretch,774.130,29.786,0.574,0.854
Sinusoid,16-Stretch,774.330,29.794,0.582,0.854
Sinusoid,16-Stretch,774.530,29.801,0.589,0.854
Sinusoid,16-Stretch,774.730,29.809,0.597,0.854
Sinusoid,16-Stretch,774.930,29.816,0.604,0.829
Sinusoid,16-Stretch,775.130,29.823,0.611,0.854
Sinusoid,16-Stretch,775.330,29.831,0.619,0.854
Sinusoid,16-Stretch,775.530,29.838,0.626,0.854
Sinusoid,16-Stretch,775.730,29.846,0.634,0.854
Sinusoid,16-Stretch,775.930,29.852,0.64,0.854
Sinusoid,16-Stretch,776.130,29.861,0.649,0.854
Sinusoid,16-Stretch,776.330,29.868,0.656,0.854
Sinusoid,16-Stretch,776.530,29.874,0.662,0.854
Sinusoid,16-Stretch,776.730,29.881,0.669,0.878
Sinusoid,16-Stretch,776.930,29.888,0.676,0.854
Sinusoid,16-Stretch,777.130,29.894,0.682,0.902
Sinusoid,16-Stretch,777.330,29.901,0.689,0.927
Sinusoid,16-Stretch,777.530,29.908,0.696,0.854
Sinusoid,16-Stretch,777.730,29.915,0.703,0.927
Sinusoid,16-Stretch,777.930,29.921,0.709,0.902
Sinusoid,16-Stretch,778.130,29.928,0.716,0.878
Sinusoid,16-Stretch,778.330,29.935,0.723,0.976
Sinusoid,16-Stretch,778.530,29.942,0.73,0.976
Sinusoid,16-Stretch,778.730,29.948,0.736,1.000
Sinusoid,16-Stretch,778.930,29.955,0.743,1.049
Sinusoid,16-Stretch,779.130,29.962,0.75,1.049
Sinusoid,16-Stretch,779.330,29.968,0.756,1.049
Sinusoid,16-Stretch,779.530,29.975,0.763,1.049
Sinusoid,16-Stretch,779.730,29.982,0.77,1.049
Sinusoid,16-Stretch,779.930,29.987,0.775,1.049
Sinusoid,16-Stretch,780.130,29.995,0.783,1.049
Sinusoid,16-Stretch,780.330,30,0.788,1.049
Sinusoid,16-Stretch,780.530,30.006,0.794,1.049
Sinusoid,16-Stretch,780.730,30.011,0.799,1.049
Sinusoid,16-Stretch,780.930,30.016,0.804,1.122
Sinusoid,16-Stretch,781.130,30.021,0.809,1.098
Sinusoid,16-Stretch,781.330,30.027,0.815,1.073
Sinusoid,16-Stretch,781.530,30.032,0.82,1.147
Sinusoid,16-Stretch,781.730,30.038,0.826,1.049
Sinusoid,16-Stretch,781.930,30.043,0.831,1.098
Sinusoid,16-Stretch,782.130,30.048,0.836,1.122
Sinusoid,16-Stretch,782.330,30.053,0.841,1.073
Sinusoid,16-Stretch,782.530,30.059,0.847,1.122
Sinusoid,16-Stretch,782.730,30.064,0.852,1.098
Sinusoid,16-Stretch,782.930,30.069,0.857,1.196
Sinusoid,16-Stretch,783.130,30.075,0.863,1.196
Sinusoid,16-Stretch,783.330,30.08,0.868,1.244
Sinusoid,16-Stretch,783.530,30.085,0.873,1.244
Sinusoid,16-Stretch,783.730,30.091,0.879,1.220
Sinusoid,16-Stretch,783.930,30.095,0.883,1.244
Sinusoid,16-Stretch,784.130,30.101,0.889,1.244
Sinusoid,16-Stretch,784.330,30.105,0.893,1.244
Sinusoid,16-Stretch,784.530,30.108,0.896,1.244
Sinusoid,16-Stretch,784.730,30.111,0.899,1.244
Sinusoid,16-Stretch,784.930,30.115,0.903,1.244
Sinusoid,16-Stretch,785.130,30.118,0.906,1.244
Sinusoid,16-Stretch,785.330,30.122,0.91,1.244
Sinusoid,16-Stretch,785.530,30.125,0.913,1.244
Sinusoid,16-Stretch,785.730,30.128,0.916,1.244
Sinusoid,16-Stretch,785.930,30.132,0.92,1.244
Sinusoid,16-Stretch,786.130,30.135,0.923,1.244
Sinusoid,16-Stretch,786.330,30.139,0.927,1.293
Sinusoid,16-Stretch,786.530,30.142,0.93,1.244
Sinusoid,16-Stretch,786.730,30.146,0.934,1.293
Sinusoid,16-Stretch,786.930,30.149,0.937,1.293
Sinusoid,16-Stretch,787.130,30.153,0.941,1.244
Sinusoid,16-Stretch,787.330,30.156,0.944,1.318
Sinusoid,16-Stretch,787.530,30.159,0.947,1.244
Sinusoid,16-Stretch,787.730,30.163,0.951,1.269
Sinusoid,16-Stretch,787.930,30.165,0.953,1.342
Sinusoid,16-Stretch,788.130,30.17,0.958,1.244
Sinusoid,16-Stretch,788.330,30.171,0.959,1.293
Sinusoid,16-Stretch,788.530,30.172,0.96,1.293
Sinusoid,16-Stretch,788.730,30.173,0.961,1.244
Sinusoid,16-Stretch,788.930,30.175,0.963,1.293
Sinusoid,16-Stretch,789.130,30.176,0.964,1.269
Sinusoid,16-Stretch,789.330,30.177,0.965,1.269
Sinusoid,16-Stretch,789.530,30.178,0.966,1.318
Sinusoid,16-Stretch,789.730,30.179,0.967,1.244
Sinusoid,16-Stretch,789.930,30.18,0.968,1.293
Sinusoid,16-Stretch,790.130,30.182,0.97,1.293
Sinusoid,16-Stretch,790.330,30.182,0.97,1.244
Sinusoid,16-Stretch,790.530,30.184,0.972,1.293
Sinusoid,16-Stretch,790.730,30.185,0.973,1.244
Sinusoid,16-Stretch,790.930,30.186,0.974,1.269
Sinusoid,16-Stretch,791.130,30.187,0.975,1.318
Sinusoid,16-Stretch,791.330,30.188,0.976,1.244
Sinusoid,16-Stretch,791.530,30.19,0.978,1.318
Sinusoid,16-Stretch,791.730,30.191,0.979,1.293
Sinusoid,16-Stretch,791.930,30.191,0.979,1.293
Sinusoid,16-Recover,791.960,30.191,0.979,1.269
Sinusoid,16-Recover,792.160,30.183,0.971,1.293
Sinusoid,16-Recover,792.360,30.178,0.966,1.293
Sinusoid,16-Recover,792.560,30.173,0.961,1.244
Sinusoid,16-Recover,792.760,30.168,0.956,1.318
Sinusoid,16-Recover,792.960,30.165,0.953,1.244
Sinusoid,16-Recover,793.160,30.148,0.936,1.269
Sinusoid,16-Recover,793.360,30.134,0.922,1.244
Sinusoid,16-Recover,793.560,30.12,0.908,1.220
Sinusoid,16-Recover,793.760,30.106,0.894,1.244
Sinusoid,16-Recover,793.960,30.095,0.883,1.244
Sinusoid,16-Recover,794.160,30.071,0.859,1.196
Sinusoid,16-Recover,794.360,30.049,0.837,1.122
Sinusoid,16-Recover,794.560,30.027,0.815,1.073
Sinusoid,16-Recover,794.760,30.005,0.793,1.073
Sinusoid,16-Recover,794.960,29.987,0.775,1.049
Sinusoid,16-Recover,795.160,29.958,0.746,1.025
Sinusoid,16-Recover,795.360,29.93,0.718,0.951
Sinusoid,16-Recover,795.560,29.902,0.69,0.927
Sinusoid,16-Recover,795.760,29.874,0.662,0.878
Sinusoid,16-Recover,795.960,29.852,0.64,0.902
Sinusoid,16-Recover,796.160,29.82,0.608,0.854
Sinusoid,16-Recover,796.360,29.789,0.577,0.805
Sinusoid,16-Recover,796.560,29.758,0.546,0.756
Sinusoid,16-Recover,796.760,29.727,0.515,0.805
Sinusoid,16-Recover,796.960,29.702,0.49,0.756
Sinusoid,16-Recover,797.160,29.671,0.459,0.658
Sinusoid,16-Recover,797.360,29.64,0.428,0.658
Sinusoid,16-Recover,797.560,29.608,0.396,0.560
Sinusoid,16-Recover,797.760,29.577,0.365,0.585
Sinusoid,16-Recover,797.960,29.552,0.34,0.463
Sinusoid,16-Recover,798.160,29.523,0.311,0.463
Sinusoid,16-Recover,798.360,29.495,0.283,0.438
Sinusoid,16-Recover,798.560,29.467,0.255,0.438
Sinusoid,16-Recover,798.760,29.439,0.227,0.365
Sinusoid,16-Recover,798.960,29.416,0.204,0.267
Sinusoid,16-Recover,799.160,29.392,0.18,0.340
Sinusoid,16-Recover,799.360,29.37,0.158,0.267
Sinusoid,16-Recover,799.560,29.348,0.136,0.267
Sinusoid,16-Recover,799.760,29.326,0.114,0.218
Sinusoid,16-Recover,799.960,29.308,0.096,0.072
Sinusoid,16-Recover,800.160,29.292,0.08,0.120
Sinusoid,16-Recover,800.360,29.277,0.065,0.120
Sinusoid,16-Recover,800.560,29.263,0.051,0.072
Sinusoid,16-Recover,800.760,29.249,0.037,0.072
Sinusoid,16-Recover,800.960,29.237,0.025,0.072
Sinusoid,16-Recover,801.160,29.229,0.017,0.072
Sinusoid,16-Recover,801.360,29.224,0.012,0.072
Sinusoid,16-Recover,801.560,29.22,0.008,0.072
Sinusoid,16-Recover,801.760,29.215,0.003,0.072
Sinusoid,17-Stretch,801.960,29.212,0,0.047
Sinusoid,17-Stretch,802.160,29.216,0.004,0.072
Sinusoid,17-Stretch,802.360,29.218,0.006,0.072
Sinusoid,17-Stretch,802.560,29.219,0.007,0.072
Sinusoid,17-Stretch,802.760,29.22,0.008,0.072
Sinusoid,17-Stretch,802.960,29.221,0.009,0.072
Sinusoid,17-Stretch,803.160,29.222,0.01,0.072
Sinusoid,17-Stretch,803.360,29.223,0.011,0.072
Sinusoid,17-Stretch,803.560,29.224,0.012,0.072
Sinusoid,17-Stretch,803.760,29.225,0.013,0.072
Sinusoid,17-Stretch,803.960,29.227,0.015,0.072
Sinusoid,17-Stretch,804.160,29.228,0.016,0.072
Sinusoid,17-Stretch,804.360,29.229,0.017,0.072
Sinusoid,17-Stretch,804.560,29.23,0.018,0.096
Sinusoid,17-Stretch,804.760,29.231,0.019,0.072
Sinusoid,17-Stretch,804.960,29.233,0.021,0.072
Sinusoid,17-Stretch,805.160,29.234,0.022,0.072
Sinusoid,17-Stretch,805.360,29.235,0.023,0.072
Sinusoid,17-Stretch,805.560,29.236,0.024,0.072
Sinusoid,17-Stretch,805.760,29.237,0.025,0.072
Sinusoid,17-Stretch,805.960,29.237,0.025,0.096
Sinusoid,17-Stretch,806.160,29.244,0.032,0.120
Sinusoid,17-Stretch,806.360,29.247,0.035,0.072
Sinusoid,17-Stretch,806.560,29.251,0.039,0.120
Sinusoid,17-Stretch,806.760,29.255,0.043,0.096
Sinusoid,17-Stretch,806.960,29.258,0.046,0.072
Sinusoid,17-Stretch,807.160,29.261,0.049,0.145
Sinusoid,17-Stretch,807.360,29.264,0.052,0.120
Sinusoid,17-Stretch,807.560,29.268,0.056,0.096
Sinusoid,17-Stretch,807.760,29.272,0.06,0.169
Sinusoid,17-Stretch,807.960,29.275,0.063,0.072
Sinusoid,17-Stretch,808.160,29.278,0.066,0.120
Sinusoid,17-Stretch,808.360,29.282,0.07,0.169
Sinusoid,17-Stretch,808.560,29.285,0.073,0.120
Sinusoid,17-Stretch,808.760,29.289,0.077,0.218
Sinusoid,17-Stretch,808.960,29.292,0.08,0.120
Sinusoid,17-Stretch,809.160,29.295,0.083,0.194
Sinusoid,17-Stretch,809.360,29.299,0.087,0.267
Sinusoid,17-Stretch,809.560,29.303,0.091,0.267
Sinusoid,17-Stretch,809.760,29.306,0.094,0.267
Sinusoid,17-Stretch,809.960,29.308,0.096,0.218
Sinusoid,17-Stretch,810.160,29.316,0.104,0.267
Sinusoid,17-Stretch,810.360,29.321,0.109,0.267
Sinusoid,17-Stretch,810.560,29.327,0.115,0.267
Sinusoid,17-Stretch,810.760,29.332,0.12,0.267
Sinusoid,17-Stretch,810.960,29.337,0.125,0.267
Sinusoid,17-Stretch,811.160,29.343,0.131,0.267
Sinusoid,17-Stretch,811.360,29.348,0.136,0.267
Sinusoid,17-Stretch,811.560,29.353,0.141,0.267
Sinusoid,17-Stretch,811.760,29.359,0.147,0.267
Sinusoid,17-Stretch,811.960,29.364,0.152,0.316
Sinusoid,17-Stretch,812.160,29.369,0.157,0.267
Sinusoid,17-Stretch,812.360,29.375,0.163,0.292
Sinusoid,17-Stretch,812.560,29.38,0.168,0.340
Sinusoid,17-Stretch,812.760,29.385,0.173,0.267
Sinusoid,17-Stretch,812.960,29.39,0.178,0.316
Sinusoid,17-Stretch,813.160,29.396,0.184,0.340
Sinusoid,17-Stretch,813.360,29.401,0.189,0.292
Sinusoid,17-Stretch,813.560,29.407,0.195,0.365
Sinusoid,17-Stretch,813.760,29.412,0.2,0.340
Sinusoid,17-Stretch,813.960,29.416,0.204,0.414
Sinusoid,17-Stretch,814.160,29.425,0.213,0.438
Sinusoid,17-Stretch,814.360,29.432,0.22,0.438
Sinusoid,17-Stretch,814.560,29.438,0.226,0.438
Sinusoid,17-Stretch,814.760,29.445,0.233,0.438
Sinusoid,17-Stretch,814.960,29.452,0.24,0.463
Sinusoid,17-Stretch,815.160,29.459,0.247,0.414
Sinusoid,17-Stretch,815.360,29.465,0.253,0.438
Sinusoid,17-Stretch,815.560,29.472,0.26,0.414
Sinusoid,17-Stretch,815.760,29.479,0.267,0.389
Sinusoid,17-Stretch,815.960,29.486,0.274,0.463
Sinusoid,17-Stretch,816.160,29.492,0.28,0.463
Sinusoid,17-Stretch,816.360,29.499,0.287,0.463
Sinusoid,17-Stretch,816.560,29.506,0.294,0.463
Sinusoid,17-Stretch,816.760,29.513,0.301,0.463
Sinusoid,17-Stretch,816.960,29.519,0.307,0.463
Sinusoid,17-Stretch,817.160,29.526,0.314,0.463
Sinusoid,17-Stretch,817.360,29.533,0.321,0.463
Sinusoid,17-Stretch,817.560,29.54,0.328,0.511
Sinusoid,17-Stretch,817.760,29.547,0.335,0.585
Sinusoid,17-Stretch,817.960,29.552,0.34,0.560
Sinusoid,17-Stretch,818.160,29.561,0.349,0.634
Sinusoid,17-Stretch,818.360,29.569,0.357,0.560
Sinusoid,17-Stretch,818.560,29.576,0.364,0.609
Sinusoid,17-Stretch,818.760,29.584,0.372,0.609
Sinusoid,17-Stretch,818.960,29.591,0.379,0.560
Sinusoid,17-Stretch,819.160,29.599,0.387,0.634
Sinusoid,17-Stretch,819.360,29.606,0.394,0.634
Sinusoid,17-Stretch,819.560,29.614,0.402,0.658
Sinusoid,17-Stretch,819.760,29.621,0.409,0.658
Sinusoid,17-Stretch,819.960,29.629,0.417,0.658
Sinusoid,17-Stretch,820.160,29.636,0.424,0.658
Sinusoid,17-Stretch,820.360,29.644,0.432,0.658
Sinusoid,17-Stretch,820.560,29.651,0.439,0.658
Sinusoid,17-Stretch,820.760,29.659,0.447,0.731
Sinusoid,17-Stretch,820.960,29.666,0.454,0.707
Sinusoid,17-Stretch,821.160,29.674,0.462,0.756
Sinusoid,17-Stretch,821.360,29.681,0.469,0.829
Sinusoid,17-Stretch,821.560,29.688,0.476,0.756
Sinusoid,17-Stretch,821.760,29.696,0.484,0.805
Sinusoid,17-Stretch,821.960,29.702,0.49,0.805
Sinusoid,17-Stretch,822.160,29.712,0.5,0.756
Sinusoid,17-Stretch,822.360,29.719,0.507,0.805
Sinusoid,17-Stretch,822.560,29.727,0.515,0.829
Sinusoid,17-Stretch,822.760,29.734,0.522,0.829
Sinusoid,17-Stretch,822.960,29.742,0.53,0.854
Sinusoid,17-Stretch,823.160,29.749,0.537,0.854
Sinusoid,17-Stretch,823.360,29.756,0.544,0.854
Sinusoid,17-Stretch,823.560,29.764,0.552,0.854
Sinusoid,17-Stretch,823.760,29.771,0.559,0.829
Sinusoid,17-Stretch,823.960,29.779,0.567,0.829
Sinusoid,17-Stretch,824.160,29.786,0.574,0.854
Sinusoid,17-Stretch,824.360,29.794,0.582,0.878
Sinusoid,17-Stretch,824.560,29.801,0.589,0.854
Sinusoid,17-Stretch,824.760,29.809,0.597,0.854
Sinusoid,17-Stretch,824.960,29.816,0.604,0.854
Sinusoid,17-Stretch,825.160,29.823,0.611,0.854
Sinusoid,17-Stretch,825.360,29.831,0.619,0.854
Sinusoid,17-Stretch,825.560,29.838,0.626,0.854
Sinusoid,17-Stretch,825.760,29.846,0.634,0.878
Sinusoid,17-Stretch,825.960,29.852,0.64,0.902
Sinusoid,17-Stretch,826.160,29.861,0.649,0.854
Sinusoid,17-Stretch,826.360,29.868,0.656,0.927
Sinusoid,17-Stretch,826.560,29.874,0.662,0.902
Sinusoid,17-Stretch,826.760,29.881,0.669,0.878
Sinusoid,17-Stretch,826.960,29.888,0.676,0.976
Sinusoid,17-Stretch,827.160,29.894,0.682,0.854
Sinusoid,17-Stretch,827.360,29.901,0.689,0.902
Sinusoid,17-Stretch,827.560,29.908,0.696,0.951
Sinusoid,17-Stretch,827.760,29.915,0.703,0.976
Sinusoid,17-Stretch,827.960,29.921,0.709,1.025
Sinusoid,17-Stretch,828.160,29.928,0.716,1.049
Sinusoid,17-Stretch,828.360,29.935,0.723,1.049
Sinusoid,17-Stretch,828.560,29.942,0.73,1.049
Sinusoid,17-Stretch,828.760,29.948,0.736,1.049
Sinusoid,17-Stretch,828.960,29.955,0.743,1.049
Sinusoid,17-Stretch,829.160,29.962,0.75,1.049
Sinusoid,17-Stretch,829.360,29.968,0.756,1.049
Sinusoid,17-Stretch,829.560,29.975,0.763,1.049
Sinusoid,17-Stretch,829.760,29.982,0.77,1.073
Sinusoid,17-Stretch,829.960,29.987,0.775,1.073
Sinusoid,17-Stretch,830.160,29.995,0.783,1.147
Sinusoid,17-Stretch,830.360,30,0.788,1.049
Sinusoid,17-Stretch,830.560,30.006,0.794,1.098
Sinusoid,17-Stretch,830.760,30.011,0.799,1.122
Sinusoid,17-Stretch,830.960,30.016,0.804,1.049
Sinusoid,17-Stretch,831.160,30.021,0.809,1.122
Sinusoid,17-Stretch,831.360,30.027,0.815,1.073
Sinusoid,17-Stretch,831.560,30.032,0.82,1.147
Sinusoid,17-Stretch,831.760,30.038,0.826,1.196
Sinusoid,17-Stretch,831.960,30.043,0.831,1.220
Sinusoid,17-Stretch,832.160,30.048,0.836,1.244
Sinusoid,17-Stretch,832.360,30.053,0.841,1.220
Sinusoid,17-Stretch,832.560,30.059,0.847,1.244
Sinusoid,17-Stretch,832.760,30.064,0.852,1.244
Sinusoid,17-Stretch,832.960,30.069,0.857,1.244
Sinusoid,17-Stretch,833.160,30.075,0.863,1.244
Sinusoid,17-Stretch,833.360,30.08,0.868,1.244
Sinusoid,17-Stretch,833.560,30.085,0.873,1.244
Sinusoid,17-Stretch,833.760,30.091,0.879,1.244
Sinusoid,17-Stretch,833.960,30.095,0.883,1.244
Sinusoid,17-Stretch,834.160,30.101,0.889,1.244
Sinusoid,17-Stretch,834.360,30.105,0.893,1.244
Sinusoid,17-Stretch,834.560,30.108,0.896,1.244
Sinusoid,17-Stretch,834.760,30.111,0.899,1.269
Sinusoid,17-Stretch,834.960,30.115,0.903,1.269
Sinusoid,17-Stretch,835.160,30.118,0.906,1.244
Sinusoid,17-Stretch,835.360,30.122,0.91,1.293
Sinusoid,17-Stretch,835.560,30.125,0.913,1.269
Sinusoid,17-Stretch,835.760,30.128,0.916,1.244
Sinusoid,17-Stretch,835.960,30.132,0.92,1.318
Sinusoid,17-Stretch,836.160,30.136,0.924,1.244
Sinusoid,17-Stretch,836.360,30.139,0.927,1.269
Sinusoid,17-Stretch,836.560,30.142,0.93,1.342
Sinusoid,17-Stretch,836.760,30.146,0.934,1.244
Sinusoid,17-Stretch,836.960,30.149,0.937,1.293
Sinusoid,17-Stretch,837.160,30.153,0.941,1.244
Sinusoid,17-Stretch,837.360,30.156,0.944,1.244
Sinusoid,17-Stretch,837.560,30.159,0.947,1.318
Sinusoid,17-Stretch,837.760,30.163,0.951,1.269
Sinusoid,17-Stretch,837.960,30.165,0.953,1.318
Sinusoid,17-Stretch,838.160,30.17,0.958,1.342
Sinusoid,17-Stretch,838.360,30.171,0.959,1.367
Sinusoid,17-Stretch,838.560,30.172,0.96,1.367
Sinusoid,17-Stretch,838.760,30.173,0.961,1.318
Sinusoid,17-Stretch,838.960,30.175,0.963,1.391
Sinusoid,17-Stretch,839.160,30.176,0.964,1.367
Sinusoid,17-Stretch,839.360,30.177,0.965,1.367
Sinusoid,17-Stretch,839.560,30.178,0.966,1.391
Sinusoid,17-Stretch,839.760,30.179,0.967,1.367
Sinusoid,17-Stretch,839.960,30.18,0.968,1.342
Sinusoid,17-Stretch,840.160,30.182,0.97,1.367
Sinusoid,17-Stretch,840.360,30.182,0.97,1.367
Sinusoid,17-Stretch,840.560,30.184,0.972,1.415
Sinusoid,17-Stretch,840.760,30.185,0.973,1.342
Sinusoid,17-Stretch,840.960,30.186,0.974,1.415
Sinusoid,17-Stretch,841.160,30.187,0.975,1.391
Sinusoid,17-Stretch,841.360,30.188,0.976,1.318
Sinusoid,17-Stretch,841.560,30.19,0.978,1.415
Sinusoid,17-Stretch,841.760,30.191,0.979,1.367
Sinusoid,17-Stretch,841.960,30.191,0.979,1.367
Sinusoid,17-Recover,841.990,30.191,0.979,1.367
Sinusoid,17-Recover,842.190,30.183,0.971,1.415
Sinusoid,17-Recover,842.390,30.178,0.966,1.391
Sinusoid,17-Recover,842.590,30.173,0.961,1.293
Sinusoid,17-Recover,842.790,30.168,0.956,1.367
Sinusoid,17-Recover,842.990,30.165,0.953,1.318
Sinusoid,17-Recover,843.190,30.149,0.937,1.244
Sinusoid,17-Recover,843.390,30.135,0.923,1.293
Sinusoid,17-Recover,843.590,30.12,0.908,1.318
Sinusoid,17-Recover,843.790,30.106,0.894,1.220
Sinusoid,17-Recover,843.990,30.095,0.883,1.244
Sinusoid,17-Recover,844.190,30.072,0.86,1.196
Sinusoid,17-Recover,844.390,30.049,0.837,1.220
Sinusoid,17-Recover,844.590,30.027,0.815,1.147
Sinusoid,17-Recover,844.790,30.005,0.793,1.073
Sinusoid,17-Recover,844.990,29.987,0.775,1.073
Sinusoid,17-Recover,845.190,29.958,0.746,1.049
Sinusoid,17-Recover,845.390,29.931,0.719,1.025
Sinusoid,17-Recover,845.590,29.903,0.691,0.927
Sinusoid,17-Recover,845.790,29.875,0.663,0.902
Sinusoid,17-Recover,845.990,29.852,0.64,0.878
Sinusoid,17-Recover,846.190,29.82,0.608,0.878
Sinusoid,17-Recover,846.390,29.789,0.577,0.854
Sinusoid,17-Recover,846.590,29.758,0.546,0.805
Sinusoid,17-Recover,846.790,29.727,0.515,0.780
Sinusoid,17-Recover,846.990,29.702,0.49,0.829
Sinusoid,17-Recover,847.190,29.671,0.459,0.756
Sinusoid,17-Recover,847.390,29.64,0.428,0.658
Sinusoid,17-Recover,847.590,29.609,0.397,0.634
Sinusoid,17-Recover,847.790,29.578,0.366,0.560
Sinusoid,17-Recover,847.990,29.552,0.34,0.487
Sinusoid,17-Recover,848.190,29.523,0.311,0.463
Sinusoid,17-Recover,848.390,29.495,0.283,0.463
Sinusoid,17-Recover,848.590,29.467,0.255,0.463
Sinusoid,17-Recover,848.790,29.439,0.227,0.438
Sinusoid,17-Recover,848.990,29.416,0.204,0.316
Sinusoid,17-Recover,849.190,29.392,0.18,0.292
Sinusoid,17-Recover,849.390,29.37,0.158,0.316
Sinusoid,17-Recover,849.590,29.348,0.136,0.267
Sinusoid,17-Recover,849.790,29.326,0.114,0.267
Sinusoid,17-Recover,849.990,29.308,0.096,0.218
Sinusoid,17-Recover,850.190,29.292,0.08,0.145
Sinusoid,17-Recover,850.390,29.277,0.065,0.145
Sinusoid,17-Recover,850.590,29.263,0.051,0.194
Sinusoid,17-Recover,850.790,29.249,0.037,0.096
Sinusoid,17-Recover,850.990,29.237,0.025,0.096
Sinusoid,17-Recover,851.190,29.229,0.017,0.072
Sinusoid,17-Recover,851.390,29.224,0.012,0.072
Sinusoid,17-Recover,851.590,29.22,0.008,0.072
Sinusoid,17-Recover,851.790,29.215,0.003,0.072
Sinusoid,17-Recover,851.990,29.212,0,0.072
Sinusoid,18-Stretch,852.000,29.212,0,0.072
Sinusoid,18-Stretch,852.200,29.216,0.004,0.072
Sinusoid,18-Stretch,852.400,29.218,0.006,0.072
Sinusoid,18-Stretch,852.600,29.219,0.007,0.072
Sinusoid,18-Stretch,852.800,29.22,0.008,0.072
Sinusoid,18-Stretch,853.000,29.221,0.009,0.072
Sinusoid,18-Stretch,853.200,29.222,0.01,0.096
Sinusoid,18-Stretch,853.400,29.223,0.011,0.072
Sinusoid,18-Stretch,853.600,29.224,0.012,0.072
Sinusoid,18-Stretch,853.800,29.225,0.013,0.120
Sinusoid,18-Stretch,854.000,29.227,0.015,0.072
Sinusoid,18-Stretch,854.200,29.228,0.016,0.072
Sinusoid,18-Stretch,854.400,29.229,0.017,0.072
Sinusoid,18-Stretch,854.600,29.23,0.018,0.072
Sinusoid,18-Stretch,854.800,29.231,0.019,0.072
Sinusoid,18-Stretch,855.000,29.233,0.021,0.072
Sinusoid,18-Stretch,855.200,29.234,0.022,0.072
Sinusoid,18-Stretch,855.400,29.235,0.023,0.096
Sinusoid,18-Stretch,855.600,29.236,0.024,0.096
Sinusoid,18-Stretch,855.800,29.237,0.025,0.096
Sinusoid,18-Stretch,856.000,29.237,0.025,0.096
Sinusoid,18-Stretch,856.200,29.244,0.032,0.096
Sinusoid,18-Stretch,856.400,29.248,0.036,0.145
Sinusoid,18-Stretch,856.600,29.251,0.039,0.072
Sinusoid,18-Stretch,856.800,29.255,0.043,0.120
Sinusoid,18-Stretch,857.000,29.258,0.046,0.120
Sinusoid,18-Stretch,857.200,29.261,0.049,0.072
Sinusoid,18-Stretch,857.400,29.265,0.053,0.145
Sinusoid,18-Stretch,857.600,29.268,0.056,0.120
Sinusoid,18-Stretch,857.800,29.272,0.06,0.096
Sinusoid,18-Stretch,858.000,29.275,0.063,0.194
Sinusoid,18-Stretch,858.200,29.279,0.067,0.120
Sinusoid,18-Stretch,858.400,29.282,0.07,0.145
Sinusoid,18-Stretch,858.600,29.286,0.074,0.145
Sinusoid,18-Stretch,858.800,29.289,0.077,0.145
Sinusoid,18-Stretch,859.000,29.292,0.08,0.218
Sinusoid,18-Stretch,859.200,29.296,0.084,0.218
Sinusoid,18-Stretch,859.400,29.299,0.087,0.267
Sinusoid,18-Stretch,859.600,29.303,0.091,0.267
Sinusoid,18-Stretch,859.800,29.306,0.094,0.243
Sinusoid,18-Stretch,860.000,29.308,0.096,0.267
Sinusoid,18-Stretch,860.200,29.316,0.104,0.243
Sinusoid,18-Stretch,860.400,29.321,0.109,0.267
Sinusoid,18-Stretch,860.600,29.327,0.115,0.267
Sinusoid,18-Stretch,860.800,29.332,0.12,0.267
Sinusoid,18-Stretch,861.000,29.338,0.126,0.267
Sinusoid,18-Stretch,861.200,29.343,0.131,0.267
Sinusoid,18-Stretch,861.400,29.348,0.136,0.267
Sinusoid,18-Stretch,861.600,29.354,0.142,0.267
Sinusoid,18-Stretch,861.800,29.359,0.147,0.267
Sinusoid,18-Stretch,862.000,29.364,0.152,0.267
Sinusoid,18-Stretch,862.200,29.369,0.157,0.340
Sinusoid,18-Stretch,862.400,29.375,0.163,0.292
Sinusoid,18-Stretch,862.600,29.38,0.168,0.292
Sinusoid,18-Stretch,862.800,29.386,0.174,0.340
Sinusoid,18-Stretch,863.000,29.391,0.179,0.267
Sinusoid,18-Stretch,863.200,29.396,0.184,0.316
Sinusoid,18-Stretch,863.400,29.401,0.189,0.365
Sinusoid,18-Stretch,863.600,29.407,0.195,0.292
